Stock,SecurityName,Sector,Industry,MarketCapCr,MarketCapType
RPGLIFE,RPG LIFE SCIENCES LTD    ,Healthcare,Drug Manufacturers - Specialty & Generic,3827.29,Micro Cap
RPOWER,RELIANCE POWER LTD.      ,Utilities,Utilities - Independent Power Producers,13722.49,Small Cap
RPPINFRA,R.P.P INFRA PROJECTS LTD ,Industrials,Engineering & Construction,445.33,Micro Cap
RPPL,RAJSHREE POLYPACK LTD    ,Consumer Cyclical,Packaging & Containers,128.96,Micro Cap
RPSGVENT,RPSG VENTURES LIMITED    ,Technology,Information Technology Services,2331.43,Micro Cap
RPTECH,RASHI PERIPHERALS LIMITED,Technology,Electronics & Computer Distribution,2409.29,Micro Cap
RRKABEL,R R KABEL LIMITED        ,Industrials,Electrical Equipment & Parts,16964.51,Small Cap
RSSOFTWARE,R. S. SOFTWARE (INDIA) LI,Technology,Information Technology Services,118.31,Micro Cap
RSWM,RSWM LIMITED             ,Consumer Cyclical,Textile Manufacturing,644.26,Micro Cap
RSYSTEMS,R SYS INTERNATIONAL LTD  ,Technology,Information Technology Services,4566.65,Micro Cap
RTNINDIA,RATTANINDIA ENT LIMITED  ,Consumer Cyclical,Internet Retail,5341.09,Small Cap
RTNPOWER,RATTANINDIA POWER LIMITED,Utilities,Utilities - Independent Power Producers,4747.17,Micro Cap
RUBFILA,RUBFILA INTERNATIONAL LTD,Basic Materials,Specialty Chemicals,390.18,Micro Cap
RUBICON,RUBICON RESEARCH LIMITED ,Healthcare,Drug Manufacturers - General,11223.61,Small Cap
RUBYMILLS,THE RUBY MILLS LTD       ,Consumer Cyclical,Textile Manufacturing,685.09,Micro Cap
RUCHINFRA,RUCHI INFRASTRUCTURE LTD ,Industrials,Specialty Business Services,143.98,Micro Cap
RUCHIRA,RUCHIRA PAPERS LIMITED   ,Basic Materials,Paper & Paper Products,356.17,Micro Cap
RUDRA,RUDRA GLOBAL INFRA PROD L,Basic Materials,Steel,249.05,Micro Cap
RUPA,RUPA & COMPANY LTD       ,Consumer Cyclical,Apparel Manufacturing,1265.0,Micro Cap
RUSHIL,RUSHIL DECOR LIMITED     ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",630.55,Micro Cap
RUSTOMJEE,KEYSTONE REALTORS LIMITED,Real Estate,Real Estate - Development,6189.31,Small Cap
RVHL,RAVINDER HEIGHTS LIMITED ,Real Estate,Real Estate - Development,308.9,Micro Cap
RVNL,RAIL VIKAS NIGAM LIMITED ,Industrials,Engineering & Construction,70536.23,Mid Cap
RVTH,REVATHI EQUIPMENT INDIA L,Industrials,Farm & Heavy Construction Machinery,208.89,Micro Cap
S&SPOWER,S&S POWER SWITCHGEARS LTD,Industrials,Electrical Equipment & Parts,328.66,Micro Cap
SAATVIKGL,SAATVIK GREEN ENERGY LTD ,Technology,Solar,4999.04,Micro Cap
SADBHIN,SADBHAV INFRA PROJ LTD.  ,Industrials,Engineering & Construction,125.04,Micro Cap
SADHNANIQ,SADHANA NITROCHEM LIMITED,Basic Materials,Chemicals,218.73,Micro Cap
SAFARI,SAFARI IND (INDIA) LTD   ,Consumer Cyclical,Footwear & Accessories,10187.94,Small Cap
SAGARDEEP,SAGARDEEP ALLOYS LIMITED ,Basic Materials,Copper,45.65,Micro Cap
SAGCEM,SAGAR CEMENTS LIMITED    ,Basic Materials,Building Materials,2614.15,Micro Cap
SAGILITY,SAGILITY LIMITED         ,Healthcare,Health Information Services,24038.62,Small Cap
SAHYADRI,SAHYADRI INDUSTRIES LTD  ,Industrials,Building Products & Equipment,269.99,Micro Cap
SAIL,STEEL AUTHORITY OF INDIA ,Basic Materials,Steel,62965.73,Mid Cap
SAILIFE,SAI LIFE SCIENCES LIMITED,Healthcare,Diagnostics & Research,19042.27,Small Cap
SAKAR,SAKAR HEALTHCARE LIMITED ,Healthcare,Drug Manufacturers - Specialty & Generic,900.23,Micro Cap
SAKHTISUG,SAKTHI SUGARS LTD        ,Consumer Defensive,Confectioners,212.62,Micro Cap
SAKSOFT,SAKSOFT LIMITED          ,Technology,Information Technology Services,2439.74,Micro Cap
SAKUMA,SAKUMA EXPORTS LIMITED   ,Consumer Defensive,Farm Products,321.38,Micro Cap
SALASAR,SALASAR TECHNO ENGG. LTD.,Basic Materials,Steel,1487.51,Micro Cap
SALONA,SALONA COTSPIN LTD.      ,Consumer Cyclical,Textile Manufacturing,134.14,Micro Cap
SALZERELEC,SALZER ELECTRONICS LTD   ,Industrials,Electrical Equipment & Parts,1068.13,Micro Cap
SAMBHV,SAMBHV STEEL TUBES LTD   ,Basic Materials,Steel,2644.68,Micro Cap
SAMHI,SAMHI HOTELS LIMITED     ,Consumer Cyclical,Lodging,4183.89,Micro Cap
SAMMAANCAP,SAMMAAN CAPITAL LIMITED  ,Financial Services,Mortgage Finance,11843.11,Small Cap
SAMPANN,SAMPANN UTPADAN INDIA LTD,Basic Materials,Specialty Chemicals,134.05,Micro Cap
SANATHAN,SANATHAN TEXTILES LIMITED,Consumer Cyclical,Textile Manufacturing,3610.38,Micro Cap
SANDESH,SANDESH LTD              ,Communication Services,Publishing,801.22,Micro Cap
SANDHAR,SANDHAR TECHNOLOGIES LTD ,Consumer Cyclical,Auto Parts,3365.86,Micro Cap
SANDUMA,SANDUR MANG & IRON ORES L,Basic Materials,Steel,11297.56,Small Cap
SANGAMIND,SANGAM (INDIA) LTD       ,Consumer Cyclical,Textile Manufacturing,2266.12,Micro Cap
SANGHIIND,SANGHI INDUSTRIES LTD    ,Basic Materials,Building Materials,1661.81,Micro Cap
SANGHVIMOV,SANGHVI MOVERS LTD       ,Industrials,Rental & Leasing Services,2729.31,Micro Cap
SANGINITA,SANGINITA CHEMICALS LTD  ,Basic Materials,Chemicals,29.22,Micro Cap
SANOFI,SANOFI INDIA LIMITED     ,Healthcare,Drug Manufacturers - General,9261.76,Small Cap
SANOFICONR,SANOFI CONS HEALTHC IND L,Healthcare,Drug Manufacturers - General,9674.47,Small Cap
SANSERA,SANSERA ENGINEERING LTD  ,Consumer Cyclical,Auto Parts,11064.72,Small Cap
SANSTAR,SANSTAR LIMITED          ,Basic Materials,Chemicals,1732.78,Micro Cap
SAPPHIRE,SAPPHIRE FOODS INDIA LTD ,Consumer Cyclical,Restaurants,7200.58,Small Cap
SARDAEN,SARDA ENERGY & MIN LTD   ,Basic Materials,Steel,17153.92,Small Cap
SAREGAMA,SAREGAMA INDIA LIMITED   ,Communication Services,Entertainment,6686.63,Small Cap
SARLAPOLY,SARLA PERF. FIBERS LTD   ,Consumer Cyclical,Textile Manufacturing,700.92,Micro Cap
SARVESHWAR,SARVESHWAR FOODS LIMITED ,Consumer Defensive,Packaged Foods,517.29,Micro Cap
SASKEN,SASKEN TECHNOLOGIES LTD  ,Technology,Information Technology Services,2062.6,Micro Cap
SASTASUNDR,SASTASUNDAR VENTURES LTD ,Healthcare,Pharmaceutical Retailers,1024.78,Micro Cap
SATIA,SATIA INDUSTRIES LIMITED ,Basic Materials,Paper & Paper Products,674.8,Micro Cap
SATIN,SATIN CREDIT NET LTD     ,Financial Services,Credit Services,1672.31,Micro Cap
SAURASHCEM,SAURASHTRA CEMENT LIMITED,Basic Materials,Building Materials,871.0,Micro Cap
SBC,SBC EXPORTS LIMITED      ,Industrials,Conglomerates,1369.05,Micro Cap
SBCL,SHIVALIK BIMETAL CON. LTD,Industrials,Metal Fabrication,2519.9,Micro Cap
SBFC,SBFC FINANCE LIMITED     ,Financial Services,Credit Services,11136.87,Small Cap
SBGLP,SURATWWALA BUS GROUP LTD ,Real Estate,Real Estate - Development,594.47,Micro Cap
SBICARD,SBI CARDS & PAY SER LTD  ,Financial Services,Credit Services,80548.5,Mid Cap
SBILIFE,SBI LIFE INSURANCE CO LTD,Financial Services,Insurance - Life,207465.44,Large Cap
SBIN,STATE BANK OF INDIA      ,Financial Services,Banks - Regional,949230.56,Large Cap
SCHAEFFLER,SCHAEFFLER INDIA LIMITED ,Consumer Cyclical,Auto Parts,59601.72,Mid Cap
SCHAND,S CHAND AND COMPANY LTD  ,Communication Services,Publishing,556.1,Micro Cap
SCHNEIDER,SCHNEIDER ELECTRIC INFRA ,Industrials,Electrical Equipment & Parts,14875.86,Small Cap
SCI,SHIPPING CORP OF INDIA LT,Industrials,Marine Shipping,9997.44,Small Cap
SCILAL,SHIPPING CORP OF ILA LTD ,Real Estate,Real Estate Services,2162.24,Micro Cap
SCODATUBES,SCODA TUBES LIMITED      ,Basic Materials,Steel,921.4,Micro Cap
SCPL,SHEETAL COOL PRODUCTS LTD,Consumer Defensive,Packaged Foods,306.7,Micro Cap
SDBL,SOM DIST & BREW LTD      ,Consumer Defensive,Beverages - Brewers,1963.92,Micro Cap
SEAMECLTD,SEAMEC LIMITED           ,Industrials,Marine Shipping,2726.07,Micro Cap
SECMARK,SECMARK CONSULTANCY LTD  ,Industrials,Consulting Services,113.35,Micro Cap
SEMAC,SEMAC CONSTRUCTION LTD   ,Industrials,Engineering & Construction,83.06,Micro Cap
SENCO,SENCO GOLD LIMITED       ,Consumer Cyclical,Luxury Goods,5451.0,Small Cap
SENORES,SENORES PHARMACEUTICALS L,Healthcare,Drug Manufacturers - General,3698.79,Micro Cap
SEPC,SEPC LIMITED             ,Industrials,Engineering & Construction,1688.91,Micro Cap
SEQUENT,SEQUENT SCIENTIFIC LTD.  ,Healthcare,Drug Manufacturers - Specialty & Generic,4893.45,Micro Cap
SERVOTECH,SERVOTECH REN POW SYS LTD,Industrials,Electrical Equipment & Parts,1588.14,Micro Cap
SESHAPAPER,SESHASAYEE PAPER & BOARDS,Basic Materials,Paper & Paper Products,1454.86,Micro Cap
SETCO,SETCO AUTOMOTIVE LTD     ,Consumer Cyclical,Auto Parts,191.82,Micro Cap
SFL,SHEELA FOAM LIMITED      ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6106.28,Small Cap
SGFIN,SG FINSERVE LIMITED      ,Financial Services,Capital Markets,2235.8,Micro Cap
SGIL,SYNERGY GREEN IND. LTD   ,Industrials,Metal Fabrication,811.73,Micro Cap
SGL,STL GLOBAL LIMITED       ,Consumer Cyclical,Textile Manufacturing,33.12,Micro Cap
SGLTL,STANDARD GLASS LIN TECH L,Industrials,Specialty Industrial Machinery,2712.69,Micro Cap
SGMART,SG MART LIMITED          ,Industrials,Industrial Distribution,4293.45,Micro Cap
SHAH,SHAH METACORP LIMITED    ,Basic Materials,Steel,327.91,Micro Cap
SHAHALLOYS,SHAH ALLOYS LIMITED      ,Basic Materials,Steel,136.6,Micro Cap
SHAILY,SHAILY ENG PLASTICS LTD  ,Basic Materials,Specialty Chemicals,9801.3,Small Cap
SHAKTIPUMP,SHAKTI PUMPS (I) LTD     ,Industrials,Specialty Industrial Machinery,8770.51,Small Cap
SHALBY,SHALBY LIMITED           ,Healthcare,Medical Care Facilities,1964.16,Micro Cap
SHALPAINTS,SHALIM PAINTS LTD        ,Basic Materials,Specialty Chemicals,582.96,Micro Cap
SHANKARA,SHANKARA BLDG PRODUCT LTD,Consumer Cyclical,Home Improvement Retail,273.22,Micro Cap
SHANTI,SHANTI OVERSEAS INDIA LTD,Consumer Defensive,Farm Products,8.91,Micro Cap
SHANTIGEAR,SHANTHI GEARS LTD        ,Industrials,Specialty Industrial Machinery,3184.09,Micro Cap
SHANTIGOLD,SHANTI GOLD INTERNATION L,Consumer Cyclical,Luxury Goods,1480.2,Micro Cap
SHARDACROP,SHARDA CROPCHEM LTD.     ,Basic Materials,Agricultural Inputs,7479.28,Small Cap
SHARDAMOTR,SHARDA MOTOR INDS LTD    ,Consumer Cyclical,Auto Parts,4989.88,Micro Cap
SHAREINDIA,SHARE IND. SECURITIES LTD,Financial Services,Capital Markets,3252.16,Micro Cap
SHEKHAWATI,SHEKHAWATI INDUSTRIES LTD,Consumer Cyclical,Textile Manufacturing,63.15,Micro Cap
SHEMAROO,SHEMAROO ENTER. LTD.     ,Communication Services,Entertainment,281.86,Micro Cap
SHILCTECH,SHILCHAR TECHNOLOGIES LTD,Industrials,Electrical Equipment & Parts,3817.48,Micro Cap
SHILPAMED,SHILPA MEDICARE LTD      ,Healthcare,Drug Manufacturers - Specialty & Generic,5753.04,Small Cap
SHIVALIK,SHIVALIK RASAYAN LIMITED ,Basic Materials,Agricultural Inputs,520.63,Micro Cap
SHIVAMAUTO,SHIVAM AUTO.LTD          ,Consumer Cyclical,Auto Parts,288.63,Micro Cap
SHIVAMILLS,SHIVA MILLS LIMITED      ,Consumer Cyclical,Textile Manufacturing,49.22,Micro Cap
SHIVATEX,SHIVA TEXYARN LIMITED    ,Consumer Cyclical,Textile Manufacturing,222.27,Micro Cap
SHIVAUM,SHIV AUM STEELS LIMITED  ,Basic Materials,Steel,402.44,Micro Cap
SHK,S H KELKAR AND CO. LTD.  ,Basic Materials,Specialty Chemicals,2276.75,Micro Cap
SHOPERSTOP,SHOPPERS STOP LIMITED    ,Consumer Cyclical,Department Stores,4285.01,Micro Cap
SHRADHA,SHRADHA INFRAPROJECTS LTD,Real Estate,Real Estate - Development,325.53,Micro Cap
SHREDIGCEM,SHREE DIGVIJAY CEM CO LTD,Basic Materials,Building Materials,1352.86,Micro Cap
SHREECEM,SHREE CEMENT LIMITED     ,Basic Materials,Building Materials,99402.46,Mid Cap
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,Industrials,Marine Shipping,5906.6,Small Cap
SHREEPUSHK,SHRE PUSH CHEM & FERT LTD,Basic Materials,Specialty Chemicals,1070.05,Micro Cap
SHREERAMA,SHREE RAMA MULTI TECH LTD,Consumer Cyclical,Packaging & Containers,829.64,Micro Cap
SHREYANIND,SHREYANS INDUSTRIES LTD  ,Basic Materials,Paper & Paper Products,232.85,Micro Cap
SHRINGARMS,SHRINGAR HOU OF MANGALS L,Consumer Cyclical,Luxury Goods,2162.78,Micro Cap
SHRIPISTON,SHRIRAM PIST. & RING LTD ,Consumer Cyclical,Auto Parts,13170.46,Small Cap
SHRIRAMFIN,SHRIRAM FINANCE LIMITED  ,Financial Services,Credit Services,184580.44,Mid Cap
SHRIRAMPPS,SHRIRAM PROPERTIES LTD   ,Real Estate,Real Estate - Development,1353.29,Micro Cap
SHYAMMETL,SHYAM METALICS AND ENGY L,Basic Materials,Steel,23356.36,Small Cap
SHYAMTEL,SHYAM TELECOM LIMITED    ,Technology,Communication Equipment,13.63,Micro Cap
SIEMENS,SIEMENS LTD              ,Industrials,Specialty Industrial Machinery,105796.28,Mid Cap
SIGACHI,SIGACHI INDUSTRIES LTD   ,Healthcare,Drug Manufacturers - Specialty & Generic,1064.58,Micro Cap
SIGIND,SIGNET INDUSTRIES LIMITED,Industrials,Conglomerates,147.01,Micro Cap
SIGMA,SIGMA SOLVE LIMITED      ,Technology,Information Technology Services,604.11,Micro Cap
SIGNATURE,SIGNATUREGLOBAL INDIA LTD,Real Estate,Real Estate - Development,12967.73,Small Cap
SIGNPOST,SIGNPOST INDIA LIMITED   ,Communication Services,Advertising Agencies,1073.17,Micro Cap
SIL,STANDARD INDUSTRIES LTD. ,Consumer Cyclical,Textile Manufacturing,95.72,Micro Cap
SILGO,SILGO RETAIL LIMITED     ,Consumer Cyclical,Luxury Goods,171.96,Micro Cap
SILINV,SIL INVESTMENTS LIMITED  ,Financial Services,Asset Management,500.6,Micro Cap
SILVERTUC,SILVER TOUCH TECHNO LTD  ,Technology,Information Technology Services,1939.43,Micro Cap
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,Industrials,Engineering & Construction,1867.44,Micro Cap
SINCLAIR,SINCLAIRS HOTELS LIMITED ,Consumer Cyclical,Lodging,417.72,Micro Cap
SINDHUTRAD,SINDHU TRADE LINKS LTD   ,Industrials,Conglomerates,2920.41,Micro Cap
SINTERCOM,SINTERCOM INDIA LIMITED  ,Consumer Cyclical,Auto Parts,274.18,Micro Cap
SIRCA,SIRCA PAINT INDIA LIMITED,Basic Materials,Specialty Chemicals,2755.3,Micro Cap
SIS,SIS LIMITED              ,Industrials,Security & Protection Services,4691.09,Micro Cap
SIYSIL,SIYARAM SILK MILLS LTD   ,Consumer Cyclical,Textile Manufacturing,2749.88,Micro Cap
SJS,SJS ENTERPRISES LIMITED  ,Consumer Cyclical,Auto Parts,5382.2,Small Cap
SJVN,SJVN LTD                 ,Utilities,Utilities - Renewable,30931.42,Small Cap
SKFINDIA,SKF INDIA LTD            ,Industrials,Tools & Accessories,9203.37,Small Cap
SKFINDUS,SKF IND (INDUSTRIAL) LTD ,Industrials,Tools & Accessories,13220.21,Small Cap
SKIPPER,SKIPPER LIMITED          ,Industrials,Engineering & Construction,4459.71,Micro Cap
SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,Consumer Defensive,Packaged Foods,891.27,Micro Cap
SKYGOLD,SKY GOLD AND DIAMONDS LTD,Consumer Cyclical,Luxury Goods,5028.43,Small Cap
SMARTLINK,SMARTLINK HOLDINGS LTD   ,Technology,Communication Equipment,123.63,Micro Cap
SMARTWORKS,SMARTWORKS COWORKING SP L,Real Estate,Real Estate Services,5465.93,Small Cap
SMCGLOBAL,SMC GLOBAL SECURITIES LTD,Financial Services,Capital Markets,1790.58,Micro Cap
SMLMAH,SML MAHINDRA LIMITED     ,Consumer Cyclical,Auto Manufacturers,6446.54,Small Cap
SMLT,SARTHAK METALS LIMITED   ,Industrials,Metal Fabrication,105.85,Micro Cap
SMSPHARMA,SMS PHARMACEUTICALS LTD. ,Healthcare,Drug Manufacturers - General,3158.41,Micro Cap
SNOWMAN,SNOWMAN LOGISTICS LTD.   ,Industrials,Integrated Freight & Logistics,637.77,Micro Cap
SOBHA,SOBHA LIMITED            ,Real Estate,Real Estate - Development,16568.17,Small Cap
SOFTTECH,SOFTTECH ENGINEERS LTD   ,Technology,Software - Application,435.2,Micro Cap
SOLARA,SOLARA ACTIVE PHA SCI LTD,Healthcare,Drug Manufacturers - Specialty & Generic,2015.28,Micro Cap
SOLARINDS,SOLAR INDUSTRIES (I) LTD ,Basic Materials,Specialty Chemicals,116505.95,Mid Cap
SOLARWORLD,SOLARWORLD ENERGY SOL LTD,Technology,Solar,2387.4,Micro Cap
SOLEX,SOLEX ENERGY LIMITED     ,Technology,Solar,1251.14,Micro Cap
SOMANYCERA,SOMANY CERAMICS LIMITED  ,Industrials,Building Products & Equipment,1631.49,Micro Cap
SOMICONVEY,SOMI CONVEYOR BELT. LTD. ,Industrials,Specialty Industrial Machinery,142.24,Micro Cap
SONACOMS,SONA BLW PRECISION FRGS L,Consumer Cyclical,Auto Parts,28701.75,Small Cap
SONAMLTD,SONAM LIMITED            ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",169.42,Micro Cap
SONATSOFTW,SONATA SOFTWARE LTD      ,Technology,Information Technology Services,9709.71,Small Cap
SOTL,SAVITA OIL TECHNOLO. LTD ,Basic Materials,Specialty Chemicals,2458.23,Micro Cap
SOUTHBANK,THE SOUTH INDIAN BANK LTD,Financial Services,Banks - Regional,11111.99,Small Cap
SPAL,S. P. APPARELS LIMITED   ,Consumer Cyclical,Apparel Manufacturing,1628.51,Micro Cap
SPANDANA,SPANDANA SPHOORTY FIN LTD,Financial Services,Credit Services,1728.79,Micro Cap
SPARC,SUN PHARMA ADV.RES.CO.LTD,Healthcare,Drug Manufacturers - Specialty & Generic,4395.02,Micro Cap
SPECIALITY,SPECIALITY REST LTD      ,Consumer Cyclical,Restaurants,525.91,Micro Cap
SPECTRUM,SPECTRUM ELECTRIC IND LTD,Industrials,Electrical Equipment & Parts,1739.99,Micro Cap
SPENCERS,SPENCER S RETAIL LIMITED ,Consumer Cyclical,Department Stores,345.05,Micro Cap
SPIC,SPIC LTD                 ,Basic Materials,Agricultural Inputs,1622.61,Micro Cap
SPLIL,SPL INDUSTRIES LIMITED   ,Consumer Cyclical,Apparel Manufacturing,91.06,Micro Cap
SPLPETRO,SUPREME PETROCHEM LIMITED,Basic Materials,Specialty Chemicals,10226.63,Small Cap
SPMLINFRA,SPML INFRA LIMITED       ,Industrials,Engineering & Construction,1198.37,Micro Cap
SPORTKING,SPORTKING INDIA LIMITED  ,Consumer Cyclical,Textile Manufacturing,1134.2,Micro Cap
SRD,SHANKAR LAL RAMPAL LTD   ,Basic Materials,Specialty Chemicals,386.1,Micro Cap
SREEL,SREELEATHERS LIMITED     ,Consumer Cyclical,Footwear & Accessories,498.46,Micro Cap
SRF,SRF LTD                  ,Industrials,Conglomerates,89876.01,Mid Cap
SRGHFL,SRG HOUSING FINANCE L    ,Financial Services,Mortgage Finance,435.13,Micro Cap
SRHHYPOLTD,SREE RAYALSEEMA HHP LTD. ,Basic Materials,Chemicals,833.78,Micro Cap
SRM,SRM CONTRACTORS LIMITED  ,Industrials,Engineering & Construction,1125.76,Micro Cap
SSDL,SARASWATI SAREE DEPOT LTD,Consumer Cyclical,Apparel Retail,284.96,Micro Cap
SSWL,STEEL STRIPS WHEELS LTD. ,Consumer Cyclical,Auto Parts,3121.6,Micro Cap
STANLEY,STANLEY LIFESTYLES LTD   ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1089.84,Micro Cap
STAR,STRIDES PHARMA SCI LTD   ,Healthcare,Drug Manufacturers - Specialty & Generic,8664.24,Small Cap
STARCEMENT,STAR CEMENT LIMITED      ,Basic Materials,Building Materials,8917.95,Small Cap
STARHEALTH,STAR HEALTH & AL INS CO L,Financial Services,Insurance - Diversified,26192.57,Small Cap
STARPAPER,STAR PAPER MILLS LTD     ,Basic Materials,Paper & Paper Products,251.72,Micro Cap
STARTECK,STARTECK FINANCE LIMITED ,Financial Services,Credit Services,267.93,Micro Cap
STCINDIA,THE STATE TRADING CORPN  ,Industrials,Conglomerates,787.32,Micro Cap
STEELCAS,STEELCAST LIMITED        ,Basic Materials,Steel,2063.87,Micro Cap
STEELCITY,STEEL CITY SECURITIES LTD,Financial Services,Capital Markets,134.95,Micro Cap
STEELXIND,STEEL EXCHANGE INDIA LTD ,Basic Materials,Steel,1081.34,Micro Cap
STEL,STEL HOLDINGS LIMITED    ,Financial Services,Asset Management,806.5,Micro Cap
STERTOOLS,STERLING TOOLS LIMITED   ,Industrials,Tools & Accessories,917.09,Micro Cap
STLNETWORK,STL NETWORKS LIMITED     ,Communication Services,Telecom Services,1010.0,Micro Cap
STLTECH,STERLITE TECHNOLOGIES LTD,Technology,Communication Equipment,4592.34,Micro Cap
STOVEKRAFT,STOVE KRAFT LIMITED      ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1782.68,Micro Cap
STUDDS,STUDDS ACCESSORIES LTD   ,Consumer Cyclical,Auto Parts,2097.34,Micro Cap
STYL,SESHAASAI TECHNOLOGIES L ,Technology,Software - Infrastructure,4450.47,Micro Cap
STYLAMIND,STYLAM INDUSTRIES LIMITED,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3769.59,Micro Cap
STYLEBAAZA,BAAZAR STYLE RETAIL LTD  ,Consumer Cyclical,Apparel Retail,1916.92,Micro Cap
STYRENIX,STYRENIX PERFORMANCE LTD ,Basic Materials,Chemicals,3365.36,Micro Cap
SUBEXLTD,SUBEX LTD                ,Technology,Software - Application,580.55,Micro Cap
SUBROS,SUBROS LIMITED           ,Consumer Cyclical,Auto Parts,5432.18,Small Cap
SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,Basic Materials,Specialty Chemicals,7167.73,Small Cap
SUDEEPPHRM,SUDEEP PHARMA LIMITED    ,Healthcare,Drug Manufacturers - Specialty & Generic,6904.55,Small Cap
SUKHJITS,SUKHJIT STARCH & CHEM LTD,Basic Materials,Specialty Chemicals,573.58,Micro Cap
SULA,SULA VINEYARDS LIMITED   ,Consumer Defensive,Beverages - Wineries & Distilleries,1640.47,Micro Cap
SUMEETINDS,SUMEET IND LIMITED       ,Consumer Cyclical,Textile Manufacturing,1484.24,Micro Cap
SUMICHEM,SUMITOMO CHEM INDIA LTD  ,Basic Materials,Agricultural Inputs,21473.25,Small Cap
SUMIT,SUMIT WOODS LIMITED      ,Real Estate,Real Estate - Development,253.82,Micro Cap
SUMMITSEC,SUMMIT SECURITIES LTD    ,Financial Services,Capital Markets,1954.91,Micro Cap
SUNCLAY,SUNDARAM CLAYTON LIMITED ,Industrials,Metal Fabrication,2723.8,Micro Cap
SUNDARAM,SUNDARAM MULTI PAP LTD   ,Basic Materials,Paper & Paper Products,84.35,Micro Cap
SUNDARMFIN,SUNDARAM FINANCE LTD     ,Financial Services,Credit Services,56124.11,Mid Cap
SUNDRMBRAK,SUNDARAM BRAK LININGS LTD,Consumer Cyclical,Auto Parts,249.75,Micro Cap
SUNDRMFAST,SUNDRAM FASTENERS LTD    ,Consumer Cyclical,Auto Parts,19686.93,Small Cap
SUNDROP,SUNDROP BRANDS LIMITED   ,Consumer Defensive,Packaged Foods,2529.27,Micro Cap
SUNFLAG,SUNFLAG IRON AND STEEL CO,Basic Materials,Steel,4623.53,Micro Cap
SUNPHARMA,SUN PHARMACEUTICAL IND L ,Healthcare,Drug Manufacturers - Specialty & Generic,408054.9,Large Cap
SUNTECK,SUNTECK REALTY LIMITED   ,Real Estate,Real Estate - Development,6207.47,Small Cap
SUNTV,SUN TV NETWORK LIMITED   ,Communication Services,Broadcasting,21812.58,Small Cap
SUPERHOUSE,SUPERHOUSE LIMITED       ,Consumer Cyclical,Footwear & Accessories,153.27,Micro Cap
SUPERSPIN,SUPER SPINNING MILLS LTD ,Consumer Cyclical,Textile Manufacturing,44.99,Micro Cap
SUPRAJIT,SUPRAJIT ENGINEERING LTD ,Consumer Cyclical,Auto Parts,6362.68,Small Cap
SUPREME,SUPREME HOLDIN N HOSP I L,Real Estate,Real Estate - Development,263.46,Micro Cap
SUPREMEIND,SUPREME INDUSTRIES LTD   ,Industrials,Building Products & Equipment,44271.4,Small Cap
SUPRIYA,SUPRIYA LIFESCIENCE LTD  ,Healthcare,Biotechnology,5988.73,Small Cap
SURAJEST,SURAJ ESTATE DEVELOPERS L,Real Estate,Real Estate - Development,1129.84,Micro Cap
SURAJLTD,SURAJ LIMITED            ,Basic Materials,Steel,427.72,Micro Cap
SURAKSHA,SURAKSHA DIAGNOSTIC LTD  ,Healthcare,Diagnostics & Research,1384.83,Micro Cap
SURANASOL,SURANA SOLAR LIMITED     ,Technology,Solar,129.12,Micro Cap
SURANAT&P,SURANA TELECOM AND POW LT,Utilities,Utilities - Independent Power Producers,261.61,Micro Cap
SURYALAXMI,SURYALAKSHMI COT MIL LTD ,Consumer Cyclical,Textile Manufacturing,105.93,Micro Cap
SURYAROSNI,SURYA ROSHNI LTD         ,Basic Materials,Steel,5788.03,Small Cap
SURYODAY,SURYODAY SMALL FIN BK LTD,Financial Services,Banks - Regional,1493.37,Micro Cap
SUTLEJTEX,SUTLEJ TEXT & INDUS LTD  ,Consumer Cyclical,Textile Manufacturing,474.12,Micro Cap
SUVEN,SUVEN LIFE SCIENCES LTD  ,Healthcare,Drug Manufacturers - Specialty & Generic,3514.25,Micro Cap
SUVIDHAA,SUVIDHAA INFOSERVE LTD   ,Technology,Information Technology Services,72.38,Micro Cap
SUYOG,SUYOG TELEMATICS LIMITED ,Communication Services,Telecom Services,608.16,Micro Cap
SUZLON,SUZLON ENERGY LIMITED    ,Industrials,Specialty Industrial Machinery,67203.89,Mid Cap
SVLL,SHREE VASU LOGISTICS LTD ,Industrials,Trucking,776.8,Micro Cap
SWANCORP,SWAN CORP LIMITED        ,Industrials,Conglomerates,13204.37,Small Cap
SWARAJENG,SWARAJ ENGINES LTD       ,Consumer Cyclical,Auto Parts,4365.43,Micro Cap
SWELECTES,SWELECT ENERGY SYS LTD   ,Technology,Solar,876.4,Micro Cap
SWIGGY,SWIGGY LIMITED           ,Consumer Cyclical,Internet Retail,95796.68,Mid Cap
SWSOLAR,STRLNG & WIL REN ENE LTD ,Technology,Solar,4626.03,Micro Cap
